Tenure,MonthlyCharges,TotalContacts,ContractType,SupportTickets,Churn
0,89.98720327313296,4,1,4,1
13,138.71985921630517,4,2,4,1
63,70.43645807172523,9,2,0,0
37,127.84355808568792,9,0,3,1
36,37.380435071926705,7,0,1,0
10,141.60128365681385,6,0,0,1
2,117.68503127906935,7,2,4,1
32,142.3734710622972,7,1,5,1
5,107.96024036182584,6,2,0,0
49,67.24251115992551,1,1,3,0
9,141.96355242821392,8,2,2,1
4,55.823680920193205,6,2,2,0
22,63.18242786802523,5,1,1,0
9,111.10509434022624,8,2,1,0
43,119.49111893830022,0,2,3,0
1,140.82245290039,1,0,5,1
12,46.624313177307236,0,1,1,0
39,123.73974457849911,9,1,2,0
1,116.01098694160525,2,0,3,1
64,28.293292312967722,4,1,3,0
62,70.3390083573269,0,0,3,0
16,56.759509417812815,3,1,0,0
8,59.58375516602395,7,1,5,1
14,147.7830943421111,5,1,5,1
23,103.56106375239062,0,1,1,0
37,113.29790051315494,0,0,5,1
34,146.9602928509512,2,0,4,1
48,69.03623171949303,9,1,2,0
68,124.23922189886477,7,2,1,0
61,76.4890252295844,7,0,5,1
59,133.03937733594736,2,1,2,0
49,43.48548037046942,6,0,1,0
8,143.19920301835634,2,2,4,1
33,48.44032209341436,3,2,2,0
34,62.4086659075211,8,2,4,0
0,118.30499043388146,3,1,2,1
39,71.18816840350287,2,1,0,0
63,99.06747897963807,4,2,0,0
21,77.7945551390257,6,0,2,1
59,116.50809182167164,4,0,2,1
63,49.68306280791941,3,2,4,0
71,27.599538340794012,7,1,5,0
10,58.99082167149861,3,0,3,1
13,81.66012643289594,1,0,2,1
59,41.84260678504822,9,0,1,0
29,66.12364765533053,5,1,1,0
34,71.99779237816391,1,2,1,0
36,27.460939679475562,2,1,0,0
4,95.82994226394659,0,0,5,1
25,134.9646456362674,4,2,4,1
61,39.72657868389682,8,1,5,0
3,97.71504174219682,1,2,0,0
41,106.41609663841001,6,0,5,1
17,74.51350845450749,4,1,5,1
39,111.1426863573551,1,2,1,0
71,73.39510065383156,7,1,2,0
38,85.60284743706654,5,0,1,1
13,20.95589579207551,3,2,5,0
31,109.92361483750955,3,0,2,1
50,105.97454826281418,1,2,4,0
37,24.992114052424792,2,0,3,0
22,67.8725139613673,6,0,2,1
62,147.27413930291675,2,1,0,0
14,74.69575313392019,4,0,1,1
24,85.25290266713942,9,1,1,0
16,138.29092056076342,5,0,5,1
65,113.24404386254834,5,0,5,1
52,95.66911704614907,3,0,5,1
50,123.71460857433942,5,2,5,0
38,132.36761463927652,2,1,1,0
50,79.3954493258447,6,2,2,0
69,81.7640874411386,6,1,4,0
5,70.18662163473866,3,0,2,1
66,145.67179820239988,1,2,0,0
6,110.63161305774555,6,1,1,0
50,30.818998607049398,2,0,2,0
71,132.18475103069238,0,1,1,0
41,82.47279230871484,1,1,0,0
63,28.93800783492337,9,0,3,0
14,91.46324317123043,8,2,3,0
28,74.23135626684126,7,0,3,1
32,134.10742263214124,5,2,1,0
26,46.51929846922036,5,1,2,0
35,127.44039923398378,0,1,1,0
28,92.49952985410886,1,1,4,0
37,27.099339417750976,3,2,2,0
56,146.339889172313,2,0,0,1
26,86.639981733416,0,2,5,1
54,57.81399105010573,7,1,3,0
32,81.02288945860354,6,1,2,0
67,131.52151185727357,3,0,2,1
65,59.637406170058256,8,2,3,0
9,45.04793154327104,3,1,0,0
4,36.77926210101459,0,2,1,0
37,58.721721790727464,9,2,1,0
12,121.40625131520565,0,0,5,1
30,81.31142747538402,0,0,2,1
46,49.5726084801602,0,1,3,0
51,41.60404994926739,3,0,4,0
55,63.254831946349285,0,2,0,0
14,142.19016847514214,1,0,1,1
28,64.59347263670317,3,2,0,0
7,148.4561298741026,6,1,0,1
4,83.07995924949631,1,2,5,1
28,43.291309377719614,7,0,0,0
46,135.84821193315622,6,0,3,1
67,79.8461985075275,8,1,5,0
44,112.25727465558818,5,0,3,1
1,147.88250581718972,3,1,5,1
26,26.522795541596622,5,1,3,0
35,32.57029277238372,3,0,5,1
35,113.6593763901583,6,2,5,1
25,56.63725042841136,8,1,2,0
42,43.959181603512874,2,2,3,0
26,25.117044376564834,2,0,2,0
68,22.840072558206234,1,2,5,0
19,120.68312840557282,0,2,1,0
10,37.4763455580415,0,2,5,0
37,80.8036800762496,2,2,1,0
5,98.7665859733328,6,0,1,1
71,75.68573407395002,8,0,1,0
22,23.523864803710303,1,2,1,0
46,121.85519533642815,6,0,3,1
45,21.366719190414955,0,0,4,0
11,119.04568626907292,1,1,3,1
12,136.12958419245595,5,0,4,1
61,76.2691897374324,4,2,3,0
59,89.62052150271377,7,0,1,0
42,82.00784104029499,1,0,0,0
67,70.59712042104704,0,0,5,1
4,135.36518959814683,6,0,4,1
36,136.21135638709876,5,1,0,0
71,63.65612740339949,7,2,1,0
30,99.95906802191074,7,2,4,0
8,140.49798307896233,1,0,0,1
50,145.0676048623757,7,0,3,1
28,86.16467525486618,5,1,1,0
39,78.86722468696249,8,0,3,1
40,56.23026107070835,6,1,3,0
10,144.65334351475332,1,2,1,1
22,38.56585958147276,7,2,4,0
0,95.37784488620424,8,1,5,1
45,56.73153477742305,6,2,2,0
20,56.27107774521356,3,0,2,1
35,72.6459163589045,8,0,5,1
53,149.84308165603508,3,1,1,0
56,27.14561988917687,3,2,2,0
0,95.21043636645909,8,2,5,1
62,30.73438054458603,7,1,0,0
53,40.08770789876746,3,1,5,0
54,77.14318243047683,7,2,4,0
39,86.35981707503737,7,1,5,0
14,53.64301308738812,6,0,3,1
20,61.1394270136741,9,2,3,0
46,31.3057126332713,5,1,1,0
52,59.41857189975257,7,1,3,0
8,145.65259711947073,6,1,0,1
51,142.81195961742262,4,2,5,1
56,63.53417771780805,3,0,0,0
25,94.211011716239,1,0,1,1
40,138.24740084442277,7,2,3,0
34,20.803896943316566,8,1,2,0
62,125.38886414388695,3,2,5,0
24,143.28804186255945,3,2,2,1
37,31.872345463362418,4,1,4,0
1,40.988199184279736,1,2,1,0
6,144.8970193602762,6,0,4,1
33,89.88021867324503,4,2,2,0
16,21.84556248132408,5,1,2,0
42,53.49215983925879,3,2,2,0
58,78.49267765495175,7,0,4,1
50,110.0781584332198,7,2,1,0
53,115.31084915778395,4,2,5,0
23,149.4047966803093,5,2,5,1
24,57.37645591988867,2,2,0,0
70,89.96861324290178,0,1,0,0
51,89.33206122174865,8,0,2,0
69,72.73388372814088,8,0,1,0
32,41.99104619951463,2,0,1,0
48,147.06935321389955,3,2,3,0
28,130.9312342666562,6,0,3,1
62,84.78329367825084,1,1,4,0
21,98.42190494892388,2,2,3,0
25,49.5439369627561,5,2,5,0
27,90.69231915092709,7,0,5,1
48,110.34611730579185,0,2,4,0
70,86.97171369025654,3,2,0,0
48,148.73707217604237,0,0,2,1
19,99.4744153122044,1,1,1,0
62,68.22658263698197,7,1,0,0
60,120.37976359005896,5,0,5,1
48,42.16012650561346,8,1,0,0
70,69.98705578181465,1,1,4,0
0,65.10466354908615,2,1,2,0
12,76.13492236401105,8,2,5,1
50,121.63137737073441,8,2,4,0
55,82.94249418124298,5,2,0,0
61,123.22187853457515,2,1,1,0
31,94.94355740818257,4,2,3,0
29,64.46902650548219,1,1,4,0
28,125.29723667885142,6,0,5,1
48,50.97765717190191,9,1,0,0
44,49.16978737397341,7,2,3,0
29,85.58538012712864,5,1,3,0
15,53.91040197507156,7,2,0,0
39,21.18131454365812,1,2,2,0
18,104.2786785488442,2,0,0,1
17,86.44219679141175,6,0,5,1
0,77.91731588411096,9,2,1,0
46,145.705906900381,0,1,5,1
65,94.25589391517877,6,0,3,0
37,132.24610511262,5,0,1,1
50,38.12853070667082,7,2,4,0
62,93.9968402068256,6,1,3,0
3,132.83735147501739,3,0,2,1
0,95.80374844638673,2,0,0,1
7,113.3418431565102,2,1,4,1
28,68.36566381558696,3,0,5,1
54,32.01843721481866,8,1,1,0
2,79.52703836651929,8,2,4,1
31,71.28232080905147,1,0,2,1
9,132.71782370926314,4,2,0,0
33,51.719389305821394,0,1,4,0
54,145.67544957956403,3,2,5,1
31,144.5579555745845,1,2,1,0
49,52.19211359928703,7,2,4,0
6,65.24675421205166,3,1,0,0
7,136.42224631360506,4,1,5,1
64,145.66088871649396,3,1,4,0
56,77.64708336868573,4,1,1,0
66,61.729615933316715,4,1,0,0
58,88.39222172270047,4,0,2,0
71,109.40999682754553,2,0,2,0
53,55.55168699874737,6,0,3,0
66,115.74151270047946,2,2,4,0
50,26.715456424903333,1,2,1,0
7,26.40828405937414,2,1,4,0
33,70.21740166892087,2,1,0,0
34,65.95151496789367,7,0,3,1
31,61.0323179977298,3,1,1,0
45,83.83256914695829,2,2,4,0
15,61.69536570050426,9,1,1,0
67,44.993529400851955,4,0,0,0
36,60.23104138151812,3,1,3,0
53,146.73755546533056,8,2,1,0
13,73.44474420933031,7,0,0,1
54,77.81266099158364,6,1,2,0
47,94.9508486936482,7,2,1,0
6,147.83429989384945,4,0,3,1
6,51.40816593664919,3,0,5,1
32,108.5666743692164,6,2,5,1
22,113.07801016042413,0,1,1,0
18,98.95217418309856,5,1,1,0
18,31.51518415276373,7,1,0,0
35,107.99339585758494,6,0,4,1
28,28.332312434702814,1,0,5,1
59,97.4985444414866,6,1,4,0
1,116.14555303882655,5,0,5,1
0,47.42608578059355,4,0,1,1
46,129.41086098056064,3,2,3,0
68,23.945994719290553,0,1,3,0
19,129.6956722755798,1,1,5,1
10,79.84277658355947,6,1,5,1
1,48.28643219111378,9,0,0,1
66,37.39115884921584,2,0,1,0
11,143.92993178570845,4,0,1,1
19,29.44652638555037,7,1,4,0
4,45.88214459167034,7,0,0,1
36,65.21690516629597,5,1,2,0
37,100.63053036494566,4,0,3,1
8,90.82414108589279,1,1,3,1
52,36.33365401360082,8,2,1,0
43,57.6646378859679,0,0,0,0
23,51.03773024118313,1,1,2,0
29,47.76057108374438,0,2,3,0
58,73.44876374239831,3,2,0,0
13,111.5240888369154,3,0,2,1
8,48.26888118824067,4,1,5,1
39,67.66825436138758,4,0,1,0
65,70.8192654893511,7,2,4,0
24,146.93934882660332,2,0,3,1
21,144.10662639427895,5,1,3,1
3,124.01788575776987,2,2,2,1
25,51.41565970649407,1,0,4,1
57,28.844850831917057,7,0,5,0
28,61.197537903681216,0,0,0,0
36,54.683291426398014,8,0,1,0
69,85.7703540190312,6,0,0,0
17,121.1046283088131,9,2,2,1
41,131.58198205425154,3,2,3,0
40,129.8323311033661,2,1,5,1
37,66.75782295899882,5,0,3,1
33,109.34046464988877,8,1,0,0
16,60.66844567814861,8,2,5,1
36,27.917720620573753,3,0,1,0
24,111.2034845283825,9,1,2,0
26,21.27758183407242,4,0,1,0
56,73.19373636960351,8,0,2,0
30,62.81930500926985,1,1,1,0
5,110.13908000745081,1,2,0,0
39,119.61191145884926,4,1,4,0
11,59.5323026762669,0,1,5,1
52,125.51151187783096,7,1,2,0
70,58.20917886564139,4,0,0,0
9,78.02242679825295,9,2,3,0
44,114.5124085118374,1,2,3,0
16,110.07962979922252,8,0,1,1
25,148.357901400586,1,2,3,1
61,49.270933148071144,6,1,4,0
45,106.1013287601457,7,2,2,0
63,99.25864807585106,5,0,1,0
1,138.96279908370389,6,2,2,1
53,40.32707841383376,0,0,2,0
64,117.73376126630129,3,1,0,0
50,93.87492011493988,6,0,3,1
52,55.706563072427706,0,2,5,0
35,81.67653883913263,0,1,2,0
25,63.39095761907371,5,2,4,0
28,95.31074236249991,3,0,4,1
20,135.57007940590657,2,1,5,1
10,94.00964797358625,4,0,3,1
39,102.12391438245592,8,2,3,0
10,87.43722012491223,9,0,1,1
35,26.651515837911866,9,2,1,0
58,50.271612393892255,9,2,1,0
38,83.96022482617076,2,1,3,0
53,60.33058688681162,4,1,2,0
54,43.62926770895525,9,0,0,0
23,85.53726944939699,4,2,5,1
21,61.96527314822054,8,2,5,0
68,53.55399361254391,9,1,5,0
55,80.31810426724951,3,1,1,0
32,37.32695355068251,0,1,0,0
35,140.60694529980293,9,1,4,1
19,132.80127272950108,4,0,3,1
61,111.99067614626959,0,0,4,1
25,33.807797586499305,5,0,1,0
65,120.86404308106009,9,0,2,1
39,125.03445265417247,9,1,1,0
16,119.80940030286389,6,0,0,1
0,34.81556532550135,0,0,1,1
60,103.70803441880942,9,0,5,1
42,128.46222344742182,3,1,2,0
41,95.0559421585568,8,2,2,0
24,104.03295877965157,0,1,3,0
38,79.5872523254198,8,2,3,0
34,88.73195158492685,7,2,5,0
2,24.46899158572428,4,0,2,1
43,103.06519285652699,5,0,5,1
50,30.588137675850696,6,0,2,0
11,76.55189726422904,3,1,0,0
18,58.045162696763015,5,1,1,0
43,90.9056335275227,6,0,3,1
58,37.34412361801692,5,1,0,0
48,109.91364225653136,5,1,1,0
60,123.35149980070115,1,2,3,0
16,41.236078466610344,4,1,5,0
56,33.56070135574468,2,2,0,0
54,38.91701276235669,6,0,4,0
46,134.02658304680523,3,1,4,0
11,88.6646040283263,0,2,3,1
61,80.74392948097534,5,1,0,0
7,33.87253648330606,5,2,1,0
20,104.44228087840503,6,2,1,0
69,132.8399469463617,7,1,0,0
71,127.66416301204889,2,0,4,1
24,101.38711216750417,5,2,0,0
11,29.786233164717572,9,0,4,1
14,34.611613532881684,1,1,4,0
58,26.41016832427721,8,1,5,0
25,53.47229814402101,1,0,5,1
25,37.63599073084911,2,1,1,0
46,53.80624523281641,9,2,3,0
31,70.05754724346502,1,0,2,1
9,142.58776192924762,8,1,0,0
15,99.34888777161997,0,1,4,1
70,128.54659213878512,4,0,0,0
16,112.3456950926032,0,2,3,1
22,34.62540696846213,4,0,3,1
25,115.66965282861335,7,1,2,0
6,55.762854602686176,7,1,2,0
13,103.08402010931182,7,0,4,1
6,64.32505657358851,1,2,5,1
8,149.69739422440568,7,2,2,1
47,54.26169233458111,4,2,5,0
71,56.28696120065506,0,0,5,0
58,140.98739322311178,6,2,4,0
38,23.203772602721948,5,2,1,0
17,110.56956842351559,4,2,5,1
58,114.29243079566416,0,2,4,0
16,128.72921506335192,0,1,2,1
13,146.67711038300178,5,0,0,1
30,146.8282494903648,9,0,2,1
23,28.485978483640306,6,2,3,0
59,126.83911195787732,9,0,2,1
44,104.02029137545958,9,0,1,1
2,104.15447746850185,0,1,4,1
36,36.685490459910326,8,0,5,1
42,104.52433163793494,3,1,3,0
39,147.72273547816224,4,0,4,1
54,138.5364140401281,1,1,4,0
38,77.08698590463057,9,1,5,0
14,25.193236527192262,7,0,2,1
3,67.09815370002663,1,1,0,0
24,127.43074050807218,2,1,3,1
12,111.19488319047159,8,0,5,1
32,79.71467522721433,1,1,1,0
15,27.163199570648043,5,1,1,0
41,75.49631461702934,3,1,0,0
65,80.97324216332485,6,1,0,0
54,140.71221927623768,5,1,2,0
41,103.34119346568073,9,2,1,0
33,60.514879165104354,8,1,3,0
29,88.29137437859379,8,1,5,1
12,28.58719001688081,9,1,0,0
12,146.4338706344658,3,1,0,0
17,66.80778725099438,0,0,0,1
31,82.12275613870766,1,2,5,0
38,66.18691665079993,7,0,3,1
45,108.72652491510601,9,2,1,0
28,106.0901805828471,7,1,3,0
61,112.99190036878764,1,1,5,0
61,54.85861984954971,3,2,3,0
56,61.03690255132858,0,2,2,0
15,36.28266004250703,6,0,5,1
55,105.21629633999464,3,2,0,0
9,25.173626553634833,7,1,1,0
29,97.69870361804968,8,0,2,1
24,133.0604650307124,8,2,2,0
4,135.80817927765236,2,2,5,1
64,78.37490884809502,4,0,4,1
48,79.7094794676996,5,2,0,0
2,30.005993791042258,5,1,1,0
44,107.19945330759465,9,0,1,1
13,126.76372464846992,7,2,1,0
29,51.805157098612696,5,1,5,0
67,74.7691146123374,5,2,0,0
17,129.04911377948514,3,0,5,1
61,134.02566079609744,6,2,1,0
36,51.61339743434937,7,2,3,0
24,91.57418249037735,2,2,3,0
47,45.024109582657516,6,1,0,0
64,33.24423933814235,2,1,1,0
52,138.44566518095448,7,2,5,1
14,126.6659755501742,0,2,4,1
48,118.8045372344126,0,0,4,1
67,26.339621445708254,5,2,4,0
11,129.6847430523335,9,0,3,1
58,76.9457298676999,8,1,5,0
36,64.51136602846175,3,2,4,0
60,91.04192693329894,5,0,1,0
42,31.87592155406226,4,1,1,0
69,118.36405141581184,0,0,4,1
38,95.71655999547846,5,1,2,0
55,44.25671259351178,8,2,4,0
62,44.47018596997593,2,0,2,0
45,43.95232470444765,2,2,0,0
10,27.41031038175142,1,0,0,0
61,96.41379841831902,3,1,1,0
24,129.24526308650604,9,0,5,1
70,22.274767818360516,2,0,3,0
51,26.37060384626556,1,2,5,0
3,94.46013596930295,0,2,1,0
58,126.5344391001868,2,2,1,0
71,62.47605577392237,9,1,5,0
19,65.44987184500388,5,2,3,0
62,97.52504467458087,8,0,1,0
53,55.64767558613911,4,1,3,0
56,23.45908759009894,2,2,1,0
40,115.57970735320748,4,0,0,1
2,101.33448868238891,4,0,2,1
5,95.49827987723569,4,1,1,0
4,116.418936768937,6,0,2,1
4,107.78000888306488,4,2,4,1
53,46.764658463181746,6,0,1,0
46,65.82253610263564,8,2,0,0
48,36.394318418221246,4,2,3,0
8,36.88141174432454,1,1,0,0
19,107.9054470263501,4,0,2,1
60,131.6180139077248,7,1,3,0
34,145.15523590194806,3,1,0,0
49,101.68512528142777,1,1,0,0
61,43.933172036924404,9,2,0,0
16,33.73454490836099,2,2,5,0
2,125.67062629977852,8,2,3,1
31,95.2383419267999,8,2,0,0
12,100.37705273178358,7,0,0,1
67,121.5900715381122,7,0,2,0
13,111.4260396052187,7,2,0,0
10,128.47957287129256,7,2,0,0
55,27.3078077097842,7,0,4,0
66,117.17768277704563,0,1,3,0
28,130.6108584518724,5,1,4,1
8,57.19755551958087,8,2,5,1
66,103.25814561912287,7,1,2,0
24,60.84106829880637,2,2,4,0
41,144.536238642719,0,2,5,1
8,24.34506441661549,1,2,1,0
39,95.37306969828416,1,0,3,1
24,41.64546111643696,6,1,0,0
4,112.58862667303063,5,0,4,1
10,42.86573684442607,1,1,4,0
58,50.59982404678648,7,0,0,0
37,84.26820543594854,8,0,0,0
71,138.92854349959416,6,2,2,0
4,47.52286837923621,3,2,4,0
47,38.75120274535345,0,0,4,0
17,118.66698814102398,3,1,1,0
69,85.08053920341102,3,1,5,0
36,138.53206460963028,7,2,1,0
59,39.0598924307795,3,2,4,0
47,103.97062609299512,3,1,1,0
27,50.27428899973596,1,1,4,0
68,40.378855724713105,9,1,3,0
39,108.84582397044517,6,2,2,0
44,97.17900058813532,3,1,1,0
61,118.12756958710305,5,2,4,0
57,60.23013493800371,2,0,1,0
66,78.23631532968469,6,0,5,1
55,72.71131792295441,5,0,2,0
39,147.93163031564683,2,1,3,1
39,57.99236437612043,3,2,0,0
32,58.32624098507969,9,1,0,0
5,66.09126714771895,4,2,1,0
18,93.3972305677418,8,1,4,1
39,52.80195675428688,5,0,5,1
58,138.9876922493056,3,2,2,0
58,54.539123432614254,6,1,3,0
47,136.45604510282533,1,2,3,0
40,33.451758274056004,3,2,3,0
12,105.3531513119548,4,1,0,0
44,137.90811739697168,3,1,2,0
52,41.93742699176984,3,2,0,0
41,145.88250481290316,8,2,1,0
62,78.87483685401652,1,0,3,0
26,142.94296409733317,5,2,2,1
37,107.9866056719061,7,0,3,1
59,59.206293083561704,7,0,0,0
6,44.47932823922383,6,0,0,1
4,59.48555600926292,9,2,0,0
44,32.09226320414775,3,0,3,0
57,38.70283562463287,6,2,2,0
30,33.60585724504255,9,2,2,0
22,74.98266068640251,5,1,1,0
41,123.42518891348624,5,2,3,0
9,38.379862048124224,1,2,1,0
31,36.941656312403666,7,0,5,1
52,103.645763437253,7,2,1,0
29,45.633787655848614,6,2,1,0
38,32.68930495416891,8,1,1,0
30,41.69031516672509,7,1,0,0
1,140.08508146398088,8,0,5,1
11,126.79126286090481,8,0,1,1
38,66.02839310616224,5,1,2,0
65,105.25669975256106,1,1,1,0
12,89.84583757684496,6,2,0,0
45,108.0261542527333,2,0,4,1
26,108.74724982015871,6,0,5,1
16,101.73542195779908,8,2,4,1
59,54.59317790985012,9,2,4,0
63,25.070834699166355,9,0,5,0
34,79.22368165871414,1,1,3,0
69,135.82660500979148,5,1,2,0
29,94.03464360741486,5,2,0,0
70,128.21083542124802,8,0,5,1
62,148.91116458495966,8,2,4,0
27,41.27010653797591,4,1,0,0
59,109.9310930884577,4,1,0,0
36,107.6581645810032,8,2,3,0
21,147.3942081565762,7,1,4,1
67,148.12809541386403,6,0,1,1
19,109.26821952413682,7,2,0,0
67,51.66992295768526,5,2,4,0
63,123.81225895697787,2,2,0,0
16,33.913787447434956,6,1,3,0
11,121.49090954231173,7,0,3,1
21,138.32549613881054,7,2,1,0
16,69.76834131989659,0,2,3,0
9,101.98258834780046,6,1,4,1
64,75.91855517258742,2,0,5,1
21,76.9094571484567,1,2,3,0
49,60.34821558405561,1,1,5,0
13,119.0768506585422,7,2,1,0
63,141.70295334164567,8,1,2,0
46,142.29761170047993,2,0,0,1
28,42.721567033741394,2,1,0,0
35,133.7166744553536,5,2,4,1
51,115.86608738552587,9,2,1,0
6,52.868862089737604,0,1,1,0
28,28.746999679796893,5,0,1,0
10,54.83964469496914,2,0,0,1
32,138.58707078159833,3,2,3,1
5,102.3132277364504,8,2,0,0
31,113.73710591672334,2,1,0,0
50,53.42980564418246,0,1,0,0
57,113.52046022472663,2,1,3,0
25,23.655795816130087,6,0,2,0
45,68.7917749504918,6,0,4,1
28,101.47793531050306,4,2,2,0
3,38.99255352037163,0,2,2,0
12,126.99046467810152,7,2,0,0
38,50.55406884554942,9,1,2,0
14,104.796544666398,7,0,0,1
28,72.67562853479285,9,2,0,0
28,97.48566741209413,9,2,4,0
31,33.968571841758056,9,2,1,0
1,22.198663989808953,1,2,0,0
46,138.24337555943916,9,2,2,0
21,55.051901139733765,2,2,4,0
26,126.55801036145968,3,0,5,1
66,149.91553906138603,0,2,5,0
55,47.48606353985845,3,0,5,1
20,54.472196353836225,4,1,2,0
46,106.17177239250654,2,0,1,1
58,145.50832249808076,9,1,3,0
5,139.0558652647967,1,0,1,1
18,85.37381760852604,5,0,4,1
56,123.3643367284742,7,2,1,0
68,37.64696090298714,6,0,5,0
2,147.06696394652158,0,0,1,1
0,145.36592042467825,3,2,4,1
57,41.28476452429223,2,1,4,0
37,58.92500622440386,5,2,5,0
14,33.0201496758797,8,2,2,0
33,55.32328785676336,8,2,0,0
60,126.07425262397686,6,1,3,0
34,69.18102893148372,8,0,3,1
63,31.49160572907859,7,0,5,0
24,64.48931822125759,4,2,3,0
23,147.57983345136643,8,2,1,0
11,101.85886738369638,6,0,4,1
17,74.10092303280051,4,0,4,1
14,41.650006754645105,7,0,5,1
26,148.2029836468803,6,1,4,1
71,126.71037120420674,8,1,0,0
59,56.59204931861952,9,2,4,0
45,29.10893044375463,0,1,4,0
16,27.361322459082544,8,2,1,0
52,35.6491594357194,6,0,2,0
7,95.49991586987481,0,0,3,1
26,140.73924475671402,0,2,1,0
45,84.57664564077798,4,0,1,0
49,129.58291271930563,7,2,1,0
70,77.96526058177503,8,2,3,0
2,112.11586094981728,5,2,5,1
63,115.14345584724511,9,1,1,0
43,42.61528176743403,7,2,2,0
52,66.95808766685553,5,2,5,0
23,102.84928034994311,5,2,4,1
59,29.190559063967605,3,1,2,0
2,67.00022440918436,4,0,5,1
19,89.52393061655502,1,1,4,1
45,149.50918409580302,2,2,4,1
14,81.6893631409173,2,1,1,0
24,126.08737842486207,4,0,1,1
70,76.1687470586603,4,0,3,0
16,123.53079394056216,5,2,0,0
8,97.4039242106141,4,0,2,1
37,135.2574073953118,5,1,3,0
47,73.4225318055143,7,1,3,0
59,98.55957457679226,1,0,2,0
62,101.90242848044755,3,2,5,0
1,74.25978243406152,5,2,2,0
71,38.7605656793726,4,1,4,0
10,32.16272289860362,0,0,0,0
63,22.1673015779523,8,1,5,0
71,133.5594543518779,2,1,1,0
20,50.74173859103029,1,1,0,0
17,47.495877406629845,8,2,0,0
63,115.68460205538852,6,0,1,0
37,61.602094701360926,4,0,0,0
31,85.78581001353875,5,2,5,0
10,41.12643848866932,3,1,5,0
44,144.76694379005602,0,1,5,1
32,130.70558200224087,3,2,3,0
40,132.29265098545042,8,0,3,1
7,72.88058731436067,0,2,5,1
10,119.10695778193246,9,0,1,1
50,38.70390020067142,2,0,1,0
40,21.120470336931437,4,0,2,0
16,22.596481235143656,6,1,2,0
45,96.25822586259287,8,1,5,0
31,79.2013376822323,5,2,0,0
53,87.34199535810757,2,2,0,0
19,20.97020825423852,6,1,1,0
32,74.94926055546534,3,2,0,0
39,113.3488609561119,2,1,4,0
31,77.55018125576666,6,1,3,0
1,115.1884968205889,6,0,0,1
32,50.29246537158852,3,0,0,0
29,125.70846058262431,6,1,2,0
32,96.4960612589488,1,0,4,1
25,47.399202925887806,0,1,0,0
21,50.77366186099828,1,0,3,1
65,101.64396039403981,3,2,0,0
37,127.89214711761764,7,2,1,0
45,74.03161166379017,2,1,4,0
14,53.579055786586984,9,1,0,0
43,132.71150889837804,5,0,4,1
48,107.00487792760853,5,0,0,0
60,78.25111334679994,8,1,3,0
66,83.42702538630924,8,2,3,0
5,46.55334083173153,3,2,4,0
8,101.48434190842971,8,1,5,1
5,66.63652637057552,5,2,2,0
31,149.4338729676654,1,1,2,0
40,82.42385698404541,9,0,1,0
7,83.16512880464971,5,2,5,1
71,93.56073236338734,1,2,2,0
49,139.17828040543708,7,0,4,1
61,124.10635298176754,3,0,2,1
61,78.64690907371939,4,2,1,0
6,113.43090457646348,7,2,0,0
3,96.21061484149901,7,1,2,1
5,84.00771633116236,5,1,4,1
57,45.00105046196557,3,2,4,0
21,80.31171424913582,0,1,1,0
25,51.95641631293471,6,0,1,0
2,138.9294794807151,7,1,3,1
40,63.602885754525104,8,1,3,0
59,143.7943218893384,1,2,3,0
13,89.29718771231245,0,1,0,0
11,102.10076922790084,3,2,4,1
11,90.5822577836126,4,2,3,1
12,36.81948020567111,9,2,4,0
24,68.85675847103232,0,0,1,1
44,32.88899459609111,4,1,0,0
18,100.98402574383962,5,1,1,0
54,78.09364537605705,2,1,4,0
44,121.13804630422179,6,2,5,1
7,48.66116252991808,5,0,5,1
52,41.39358759581354,3,2,3,0
54,72.82319002528982,2,1,5,0
31,140.45609981838953,4,2,1,0
50,112.35483595161352,2,2,5,0
43,74.46007122307942,9,1,2,0
69,87.24538206806038,8,2,0,0
17,30.947691453022784,8,2,4,0
21,147.9948665288947,5,0,3,1
36,106.63294961033947,5,2,1,0
55,57.10252890024492,3,0,0,0
58,96.15509124798176,3,1,3,0
2,34.23270758896922,1,0,1,1
27,145.55876694498585,9,2,5,1
34,42.72204842483757,3,1,4,0
60,104.24394134717784,7,2,2,0
53,51.90908013006096,9,2,2,0
62,113.28297974430964,1,0,5,1
6,120.98677774123654,8,2,4,1
48,107.54456475848625,0,0,0,0
30,99.88492983317502,1,1,4,0
57,136.0209822137615,1,1,5,0
60,30.221472428668545,5,2,1,0
23,63.01891955142538,6,0,0,0
19,52.27737235200998,2,2,2,0
36,148.4418150685048,8,2,5,1
3,70.62067135669355,4,2,1,0
19,115.23965090125184,4,2,5,1
59,109.0142713045306,3,0,3,1
23,47.570560872059104,8,2,3,0
49,51.06969842750167,7,1,3,0
48,56.56699326189443,3,0,2,0
50,73.4465461737193,3,2,4,0
35,50.462258534568484,1,0,0,0
65,22.554692757090216,8,2,2,0
33,134.3210973849354,2,1,1,0
35,145.52927807951494,3,1,1,0
5,64.40415031410383,6,1,3,0
38,64.00589432531147,9,0,0,0
41,20.92193566066823,7,1,3,0
57,108.43258948294863,7,2,1,0
11,127.30718644732174,3,2,1,0
2,39.05907904680041,6,2,4,0
17,40.756625417729595,9,0,4,1
39,122.71082249628691,0,0,4,1
20,100.11779728603881,5,1,3,0
